#1,"ハイセンス 全自動洗濯機 4.5kg HW-K45E 本体幅50cm 最短10分洗濯 ひとり暮らし ホワイト/ホワイト 2020年モデル
        ",https://www.amazon.co.jp/%E3%83%8F%E3%82%A4%E3%82%BB%E3%83%B3%E3%82%B9-HW-K45E-%E6%9C%AC%E4%BD%93%E5%B9%8550cm-%E6%9C%80%E7%9F%AD10%E5%88%86%E6%B4%97%E6%BF%AF-2020%E5%B9%B4%E3%83%A2%E3%83%87%E3%83%AB/dp/B08B13BXQL?_encoding=UTF8&psc=1
#2,"Kitdine 冷蔵庫 マット キズ防止 凹み防止 床保護シート70×75cm ～600Lクラス 無色 透明 国内正規一年保証 (Lサイズ)
        ",https://www.amazon.co.jp/Kitdine-%E5%BA%8A%E4%BF%9D%E8%AD%B7%E3%82%B7%E3%83%BC%E3%83%88L%E3%82%B5%E3%82%A4%E3%82%BA-%E3%80%9C600L%E3%82%AF%E3%83%A9%E3%82%B9-%E5%9B%BD%E5%86%85%E6%AD%A3%E8%A6%8F%E4%B8%80%E5%B9%B4%E4%BF%9D%E8%A8%BC-2mm-600L%E3%82%AF%E3%83%A9%E3%82%B9/dp/B07XRCQB4T?_encoding=UTF8&psc=1
#3,"ハイセンス 冷凍冷蔵庫(幅48.1cm) 93L 2ドア 右開き HR-B95A ひとり暮らし ホワイト
        ",https://www.amazon.co.jp/Hisense-%E3%83%8F%E3%82%A4%E3%82%BB%E3%83%B3%E3%82%B9-HR-B95A-%E5%86%B7%E5%87%8D%E5%86%B7%E8%94%B5%E5%BA%AB-93L/dp/B01MFETABP?_encoding=UTF8&psc=1
#4,"東洋アルミ フレームカバーNEW60cm用 2416
        ",https://www.amazon.co.jp/%E6%9D%B1%E6%B4%8B%E3%82%A2%E3%83%AB%E3%83%9F-TOYO-ALUMINIUM-2416-%E3%83%95%E3%83%AC%E3%83%BC%E3%83%A0%E3%82%AB%E3%83%90%E3%83%BCNEW60cm%E7%94%A8/dp/B00H37Q7XC?_encoding=UTF8&psc=1
#5,"【2020年5月新製品】洗濯機用防振ゴム 4枚入り st-001 6cm×6cm departure
        ",https://www.amazon.co.jp/%E3%80%902020%E5%B9%B45%E6%9C%88%E6%96%B0%E8%A3%BD%E5%93%81%E3%80%91%E6%B4%97%E6%BF%AF%E6%A9%9F%E7%94%A8%E9%98%B2%E6%8C%AF%E3%82%B4%E3%83%A0-4%E6%9E%9A%E5%85%A5%E3%82%8A-st-001-6cm%C3%976cm-departure/dp/B087NFK2VY?_encoding=UTF8&psc=1
#6,"洗濯機 台 DEWEL キャスター付き 置き台 冷蔵庫 台 ジャッキ付き 移動できる洗濯機パン 減音防振 360度回転 目盛り付き 多サイズ対応 伸縮式奥行/幅:44.8~69cm 耐荷重:500kg 昇降可能 異音振動軽減
        ",https://www.amazon.co.jp/DEWEL-%E8%80%90%E8%8D%B7%E9%87%8D%E7%B4%84500kg-%E5%A5%A5%E8%A1%8C44-8%EF%BD%9E69cm-%E3%82%AD%E3%83%A3%E3%82%B9%E3%82%BF%E3%83%BC%E4%BB%98%E3%81%8D-%E4%B8%88%E5%A4%AB-%E3%82%B9%E3%83%86%E3%82%A4%E3%83%B3%E3%83%AC%E3%82%B9%E8%A3%BD/dp/B07R7Q2QZP?_encoding=UTF8&psc=1
#7,"洗濯機 台 Lifinsky 冷蔵庫置き台 キャスター付 かさ上げ 移動式 昇降可能 幅/奥行46.5-68cm 減音効果 防振パッド付き 灰色
        ",https://www.amazon.co.jp/Lifinsky-%E5%86%B7%E8%94%B5%E5%BA%AB%E7%BD%AE%E3%81%8D%E5%8F%B0-%E3%82%AD%E3%83%A3%E3%82%B9%E3%82%BF%E3%83%BC%E4%BB%98-%E5%A5%A5%E8%A1%8C46-5-68cm-%E9%98%B2%E6%8C%AF%E3%83%91%E3%83%83%E3%83%89%E4%BB%98%E3%81%8D/dp/B07SLX2HX6?_encoding=UTF8&psc=1
#8,"HITACHI 自動製氷機能付冷蔵庫交換用浄水フィルター RJK-30
        ",https://www.amazon.co.jp/%E6%97%A5%E7%AB%8B-HITACHI-RJK-30-%E8%87%AA%E5%8B%95%E8%A3%BD%E6%B0%B7%E6%A9%9F%E8%83%BD%E4%BB%98%E5%86%B7%E8%94%B5%E5%BA%AB%E4%BA%A4%E6%8F%9B%E7%94%A8%E6%B5%84%E6%B0%B4%E3%83%95%E3%82%A3%E3%83%AB%E3%82%BF%E3%83%BC/dp/B0000C91EK?_encoding=UTF8&psc=1
#9,"ECO SPACE 冷蔵庫 マット Sサイズ 53×62cm ～200Lクラス 厚さ2mm キズ防止 凹み防止 無色 透明 床保護シート
        ",https://www.amazon.co.jp/ECO-SPACE-53%C3%9762cm-%E3%80%9C200L%E3%82%AF%E3%83%A9%E3%82%B9-%E5%BA%8A%E4%BF%9D%E8%AD%B7%E3%82%B7%E3%83%BC%E3%83%88/dp/B08HYSYMVG?_encoding=UTF8&psc=1
#10,"シャープ 「純正品」 糸くずフィルター ES-LP1
        ",https://www.amazon.co.jp/%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%97-SHARP-ES-LP1-%E3%80%8C%E7%B4%94%E6%AD%A3%E5%93%81%E3%80%8D-%E7%B3%B8%E3%81%8F%E3%81%9A%E3%83%95%E3%82%A3%E3%83%AB%E3%82%BF%E3%83%BC/dp/B079PPS6GQ?_encoding=UTF8&psc=1
#11,"アイリスオーヤマ 冷蔵庫 142L (幅約50cm) 冷凍室52L 右開き 静音 シルバー IRSD-14A-S
        ",https://www.amazon.co.jp/%E3%82%A2%E3%82%A4%E3%83%AA%E3%82%B9%E3%82%AA%E3%83%BC%E3%83%A4%E3%83%9E-142L-%E5%86%B7%E5%87%8D%E5%86%B7%E8%94%B5%E5%BA%AB-%E3%83%8E%E3%83%B3%E3%83%95%E3%83%AD%E3%83%B3-IRSD-14A-S/dp/B07Z89K1CN?_encoding=UTF8&psc=1
